org_id,org_name,url,hgnc_id,symbol,orphacode,country,org_type,registry_platform,registry_url,natural_history_study,data_elements_documented,irb_status,maturity_stage,coalitions,contact,status,source,reviewed_by,review_date,notes
,Adult Polyglucosan Body Disease Research Foundation,http://apbdrf.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Alagille Syndrome Alliance,http://alagille.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,American Behcet's Disease Association,http://behcets.com/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Amniotic Fluid Embolism Foundation,https://www.afesupport.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Association for Creatine Deficiencies,http://creatineinfo.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Association for Glycogen Storage Disease,http://agsdus.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Autoimmune Encephalitis Alliance,Www.aealliance.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,AutoImmune Hepatitis Association,http://aihep.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Autoinflammatory Alliance,http://autoinflammatory.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,"Benign Essential Blepharospasm Research Foundation, Inc",http://blepharospasm.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Bridge the Gap-SYNGAP Education & Research Foundation,http://bridgesyngap.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Cardio-Facio-Cutaneous International,http://cfcsyndrome.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Cicatricial Alopecia Research Foundation,http://carfintl.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Cloves Syndrome Community,http://clovessyndrome.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,"Clusterbusters, Inc",http://clusterbusters.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Curing Retinal Blindness Foundation,http://crb1.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Fibromuscular Dysplasia Society Of America,http://fmdsa.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Foundation for USP-7 Related Diseases,http://usp7.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Galactosemia Foundation,http://galactosemia.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Genetic Alliance Australia,http://www.geneticalliance.org.au/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,GRIN2B Foundation,www.grin2b.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Guthy Jackson Charitable Foundation,http://guthyjacksonfoundation.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,HCU Network America,www.hcunetworkamerica.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes - contact registry
,"Helping Hands for GAND, Inc.",www.GATAD2B.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,"Hyper IgM Foundation, Inc.",http://www.hyperigm.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,International Neuroendocrine Cancer Alliance,incalliance.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,ISMRD,http://ismrd.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Jack McGovern Coats Disease Foundation,http://coatsdiseasefoundation.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,"Kennedy's Disease Association, Inc",http://kennedysdisease.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,KrabbeConnect,www.krabbeconnect.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Li-Fraumeni Syndrome Association,www.LFSAssociation.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Moebius Syndrome Foundation,http://moebiussyndrome.com/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Mowat-Wilson Syndrome Foundation,http://mowat-wilson.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,National Adrenal Diseases Foundation,http://nadf.us/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,National PKU News,http://pkunews.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,National Spasmodic Dysphonia Association,http://dysphonia.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,National Urea Cycle Disorders Foundation,http://nucdf.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Necrotizing Enterocolitis Society,www.NECsociety.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Neurofibromatosis Network,https://www.nfnetwork.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Ocular Melanoma Foundation,http://ocularmelanoma.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Organization for Rare Diseases India,www.ordindia.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Pituitary Network Association,www.pituitary.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,PRISMS (Parents & Researchers Interested in Smith-Magenis Syndrome),http://prisms.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,PURA Syndrome Foundation,http://www.purasyndrome.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Sara’s Cure,www.sarascure.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Shwachman-Diamond Syndrome Foundation,http://shwachman-diamond.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Spinal CSF Leak Foundation,http://spinalcsfleak.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,SSADH Association,http://ssadh.net/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,TANGO2 Research Foundation,tango2research.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Team Telomere,teamtelomere.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,The Snow Foundation,http://thesnowfoundation.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Usher Syndrome Coalition,www.usher-syndrome.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,"XLH Network, Inc",http://xlhnetwork.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Acid Maltase Deficiency Association,http://amda-pompe.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,ADNP-Kids Research Foundation,http://www.adnpkids.com/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,All Things Kabuki,www.AllThingsKabuki.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,American Multiple Endocrine Neoplasia Support,http://amensupport.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Autoimmune Polyglandular Syndrome Type 1 Foundation,http://apstype1.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Bili Project Foundation,www.thebiliproject.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,CMTC-OVM Netherlands,http://cmtc.nl/en/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Consortium of Multiple Sclerosis Centers,http://mscare.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,"Cure VCP Disease, Inc",www.curevcp.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,"Cushing's Support & Research Foundation, Inc",http://csrf.net,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,"Fat Disorders Resource Society, Inc",http://fatdisorders.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Foundation to Fight H-abc,h-abc.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Hope for Hypothalamic Hamartomas,http://hopeforhh.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry:
,International FPIES Association,http://fpies.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,International Wagr Syndrome Association,http://wagr.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Joshua Frase Foundation for Congenital Myopathy Research,http://joshuafrase.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,"Julia's Wings Foundation, Inc",http://juliaswings.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,KAT6A Foundation,www.kat6a.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,"Lowe Syndrome Association, Inc",http://lowesyndrome.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Lung Transplant Foundation,www.lungtransplantfoundation.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,"Lymphangiomatosis & Gorham's Disease Alliance, Inc",http://lgdalliance.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,MSUD Family Support,http://msud-support.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,OMSLife Foundation,http://omslifefoundation.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Organic Acidemia Association,http://oaanews.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Perthes Kids Foundation,pertheskids.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,PTEN Hamartoma Tumor Syndrome Foundation,www.ptenfoundation.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Coming Soon
,Rare Cancer Research Foundation,http://rarecancer.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,RASopathies Network USA,http://rasopathiesnet.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Coming Soon
,SBS Cure Project,http://sbscure.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,"Sickle Cell Association of Houston, Inc.",www.sicklecellhouston.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,The Avalon Foundation,kidscaringforkids.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,The Cute Syndrome Foundation,www.thecutesyndrome.com,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,The Yellow Brick Road Project,http://ybrp.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Thisbe and Noah Scott Foundation,www.thisbeandnoah.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,"Bohring-Opitz Syndrome Foundation, Inc",http://bos-foundation.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,CHAMP1 Research Foundation,https://champ1foundation.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Chloe's Fight Rare Disease Foundation,http://chloesfight.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,COPA Syndrome Foundation,www.copasyndrome.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: yes
,Danny's Dose Alliance,www.dannysdose.com,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Defeat MSA Alliance,https://defeatmsa.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Erythromelalgia Association,http://erythromelalgia.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Global DARE Foundation,https://www.defeatadultrefsumeverywhere.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Incontinentia Pigmenti International Foundation,http://ipif.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Klippel Trenaunay Support Group,http://k-t.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Legg Calve Perthes Foundation,www.perthes.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,M-CM Network,http://m-cm.net/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes - contact registry
,Myhre Syndrome Foundation,myhresyndrome.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,NGLY1.org,http://ngly1.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,"PAP Foundation, Inc.",www.papfoundation.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,PHACE Syndrome Community,http://www.phacesyndromecommunity.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Rothmund-thomson Syndrome Foundation,http://rtsplace.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,SETBP1 Society,www.setbp1.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Sick Cells,https://www.sickcells.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Tarlov Cyst Disease Foundation,http://tarlovcystfoundation.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Wilhelm Foundation,http://www.wilhelmfoundation.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,A Twist of Fate-ATS,http://atwistoffate-ats.com,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Advocacy & Awareness for Immune Disorders Association,www.GoDoAaida.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,"Association of Gastrointestinal Motility Disorders, Inc",http://agmd-gimotility.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,"BORN A HERO, Pfeiffer's Health and Social Issues Awareness",www.bornahero.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Canadian Organization for Rare Disorders,https://www.raredisorders.ca/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Cauda Equina Foundation,https://www.caudaequinafoundation.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Children's PKU Network,http://pkunetwork.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,"Cluster Headache Support Group, Inc",http://chsg.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,CMTC-OVM -US,http://cmtcovm-us.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,CRMO Foundation,http://crmofoundation.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,DHPS Foundation,www.dhpsfoundation.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Dreamsickle Kids Foundation,https://dreamsicklekids.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,EURORDIS,http://www.eurordis.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry:
,FOXG1 Research Foundation,www.foxg1research.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,FPIES Foundation,http://fpiesfoundation.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Gaucher Community Alliance,http://www.gauchercommunity.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Genetic Alliance,http://geneticalliance.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Gould Syndrome Foundation (COL4a1/COL4A2),https://www.gouldsyndrome.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Gut Check Foundation,http://gutcheckfoundation.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,HCU Network Australia,http://hcunetworkaustralia.org.au/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Indian Organization for rare diseases,http://i-ord.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,International Autoimmune Encephalitis Society,https://autoimmune-encephalitis.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,International Sacral Agenesis/Caudal Regression Association,www.isacra.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,iSEEK Pulmonary Hypertension Hope Center,www.iseek.org.cn,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry:
,"LAL Solace, Inc",http://lalsolace.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Lipoprotein a Foundation,http://lipoproteinafoundation.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,"Martin Mueller IV Achalasia Awareness Foundation, Inc",http://achalasia.us,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,"Mebo Research, Inc",http://meboresearch.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Melorheostosis Association,http://melorheostosis.com/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,"Morgan Leary Vaughan Fund, Inc",http://morgansfund.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,National Eosinophilia Myalgia Syndrome Network,http://nemsn.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,National Health Council,http://nationalhealthcouncil.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,National Median Arcuate Ligament Syndrome Foundation,www.malsfoundation.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,NICER Foundation,http://nicer.ngo,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Our Odyssey,https://ourodyssey.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry:
,Parents of Infants and Children with Kernicterus,pic-K.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Plan For Rare Foundation,plan4rare.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Rare & Undiagnosed Network,http://rareundiagnosed.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,"Rare Kids Network, Inc.",www.rarekidsnetwork.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Recurrent Respiratory Papillomatosis Foundation,http://rrpf.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Remember The Girls,https://www.rememberthegirls.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,"Snyder-Robinson Foundation, Inc",http://snyder-robinson.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Stevens Johnson Syndrome Foundation,http://sjsupport.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,"Superficial Siderosis Research Alliance, Inc.",ssra.livingwithss.com,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,The Jansen's Foundation,https://www.thejansensfoundation.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,"Tyrosinemia Society, Inc.",https://www.tyrosinemia.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,"Worldwide Syringomyelia & Chiari Task Force, Inc",http://wstfcure.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,ADNP Kids Foundation,,HGNC:15766,ADNP,404448;700160,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Coffin-Siris Syndrome Foundation,https://www.coffinsiris.org/,HGNC:18040,ARID1B,1465;251056,,foundation,Foundation-hosted,,,,,,,,candidate,epilepsylive_orgs,,,Coffin-Siris Syndrome 1 (ARID1B-related); registry: CSS Foundation registry; Simons Searchlight
,CSS Network,,HGNC:18040,ARID1B,1465;251056,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Foundation for ARID1B Research,,HGNC:18040,ARID1B,1465;251056,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Simons Searchlight ARX Facebook community,,HGNC:18060,ARX,1934;2508;3175;364063;452;697160;777;94083,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,"ARX-related disorders (XLAG, Partington, ISSX); registry: Captured under Simons Searchlight and broader DEE registries"
,Loulou Foundation,,HGNC:11411,CDKL5,1934;3095;505652;697160,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Coalition to Cure CHD2,https://www.curechd2.org,HGNC:1917,CHD2,1942;2382,,foundation,Citizen,https://www.curechd2.org/rare-x,,,,,,info@curechd2.org,candidate,epilepsylive_orgs,,,CHD2-related neurodevelopmental disorder / DEE; registry: Citizen Health partnership; building dedicated registry
,Beyond Batten Disease Foundation,,HGNC:2074,CLN3,699780;699796,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Noah's Hope/Hope4Bridget,,HGNC:2074,CLN3,699780;699796,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,multiple country orgs,,HGNC:2074,CLN3,699780;699796,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,ForeBatten Foundation,,HGNC:2074,CLN3,699780;699796,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,IDefine,https://www.idefine.org/,HGNC:24650,EHMT1,261652;96147,,foundation,Citizen,,,,,,,,candidate,epilepsylive_orgs,,,Kleefstra Syndrome (9q34.3 deletion / EHMT1); registry: IDefine registry; RARE-X / Citizen Health platforms; Simons Searchlight
,Kleefstra Syndrome International,https://kleefstrasyndrome.org/,HGNC:24650,EHMT1,261652;96147,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Kleefstra Syndrome UK,,HGNC:24650,EHMT1,261652;96147,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,FOXG1 Research Foundation (FRF),https://www.foxg1research.org/,HGNC:3811,FOXG1,261144;442835;598164,,foundation,Foundation-hosted,https://www.foxg1research.org/,yes,,,,,contact@foxg1research.org,candidate,epilepsylive_orgs,,,FOXG1 Syndrome (congenital Rett variant); registry: FRF NH/registry program
,FOXG1 Research Foundation,,HGNC:3811,FOXG1,261144;442835;598164,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,International FOXP1 Foundation,https://www.foxp1.org/,HGNC:3823,FOXP1,391372;52417,,foundation,REDCap,,,,,,,,candidate,epilepsylive_orgs,,,FOXP1 Syndrome (intellectual disability with language impairment + autism); registry: FOXP1 Foundation registry; Simons Searchlight
,FOXP1 Foundation Facebook Group,,HGNC:3823,FOXP1,391372;52417,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,Fundación Internacional FOXP1,,HGNC:3823,FOXP1,391372;52417,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Simons Searchlight Facebook group,,HGNC:3823,FOXP1,391372;52417,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,Famiglie GNAO1,,HGNC:4389,GNAO1,1934;592564,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,CureGRIN,,HGNC:4584,GRIN1,178469;1934;208447;88616,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,GRIN1 Parent Support Group,,HGNC:4584,GRIN1,178469;1934;208447;88616,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,GRI Center of Excellence,,HGNC:4585,GRIN2A,163721;1945;289266;725;98818,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,CureGRIN,,HGNC:4585,GRIN2A,163721;1945;289266;725;98818,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,CureGRIN,,HGNC:4586,GRIN2B,589547;697160,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,2BCURED,,HGNC:4586,GRIN2B,589547;697160,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,GRI France,,HGNC:4586,GRIN2B,589547;697160,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,GRIN Europe,,HGNC:4586,GRIN2B,589547;697160,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,KCNB1 Foundation,https://kcnb1.org/,HGNC:6231,KCNB1,442835,,foundation,Citizen,,,,,,,,candidate,epilepsylive_orgs,,,KCNB1 Encephalopathy (DEE26); registry: KCNB1 Foundation registry; Simons Searchlight; Citizen Health
,KCNB1.org,,HGNC:6231,KCNB1,442835,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Simons Searchlight KCNB1 Facebook community,,HGNC:6231,KCNB1,442835,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,International Rett Syndrome Foundation,https://www.rettsyndrome.org/,HGNC:6990,MECP2,1762;209370;3077;3095;536;777;778,,foundation,REDCap,https://www.interrett.com.au/,yes,,,,,,candidate,epilepsylive_orgs,,,"Rett Syndrome; MECP2 Duplication Syndrome (males); registry: Rett Syndrome NH Study (US); InterRett (international, Western Australia)"
,Reverse Rett (UK),https://www.reverserett.org.uk/,HGNC:6990,MECP2,1762;209370;3077;3095;536;777;778,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Rett Syndrome Research Trust,https://reverserett.org/,HGNC:6990,MECP2,1762;209370;3077;3095;536;777;778,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Rett Syndrome.org,,HGNC:6990,MECP2,1762;209370;3077;3095;536;777;778,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,MED13L Foundation,https://med13l.org/,HGNC:22962,MED13L,216718;369891,,foundation,Foundation-hosted,https://med13l.org/research-hub/join-med13l-research-opportunities/,,,,,,info@med13l.org,candidate,epilepsylive_orgs,,,MED13L Syndrome (intellectual disability with distinctive facial features); registry: MED13L Foundation registry; Simons Searchlight
,MED13L (Germany),,HGNC:22962,MED13L,216718;369891,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,MED13L España,,HGNC:22962,MED13L,216718;369891,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,MEF2C Foundation,https://www.usmef2cfoundation.org/,HGNC:6996,MEF2C,228384;576227;664416,,foundation,Foundation-hosted,https://www.usmef2cfoundation.org/joinsimonssearchlight,,,,,,info@usmef2cfoundation.org,candidate,epilepsylive_orgs,,,MEF2C Haploinsufficiency Syndrome (5q14.3 microdeletion); registry: MEF2C Foundation registry; Simons Searchlight
,Asociacion MEF2C,,HGNC:6996,MEF2C,228384;576227;664416,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,MEF2C Family Foundation,,HGNC:6996,MEF2C,228384;576227;664416,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
